state_code,state_name,district_code,district_name,complex_code,complex_name,court_numbers,flag
17,Gujarat,31,Vadodara,1170313,"CIVIL AND JMFC COURT, DABHOI","7,25",N
17,Gujarat,31,Vadodara,1170426,"VADODARA RAILWAY COURT,VADODARA",23,N
17,Gujarat,35,Valsad,1170336,"CIVIL COURT COMPLEX, VALSAD",2,N
17,Gujarat,35,Valsad,1170337,"DHARAMPUR ROAD, VALSAD","1,11",N
17,Gujarat,35,Valsad,1170338,"PARDI, VALSAD",3,N
17,Gujarat,35,Valsad,1170339,"DHARAMPUR,VALSAD.","5,10,12",N
17,Gujarat,35,Valsad,1170340,"LABOUR COURT, VALSAD",7,N
17,Gujarat,35,Valsad,1170341,"UMBERGAON, VALSAD",4,N
17,Gujarat,35,Valsad,1170342,"VAPI, VALSAD.","8,9,13",N
17,Gujarat,35,Valsad,1170344,"KAPARADA, VALSAD.",6,N
14,Haryana,3,Ambala,1140014,"Judicial Complex, Naraingarh","2,5,7",N
14,Haryana,3,Ambala,1140016,"District Court, Ambala","1,3,4",N
14,Haryana,3,Ambala,1140017,"Railway Complex, Ambala Cantt",6,N
14,Haryana,4,Bhiwani,1140018,"District Court, Bhiwani","1,5,6",N
14,Haryana,4,Bhiwani,1140019,"Judicial Complex, Loharu","3,8,13",N
14,Haryana,4,Bhiwani,1140020,"Judicial Complex, Tosham","10,11,14",N
14,Haryana,4,Bhiwani,1140022,"Judicial Complex, Siwani","4,9,15",N
14,Haryana,88,Charkhi Dadri,1140021,"District Court, Charkhi Dadri","1,2,3",Y
14,Haryana,5,Faridabad,1140023,"District Court, Faridabad","1,2,3",N
14,Haryana,15,Fatehabad,1140049,"Judicial Complex, Tohana","3,7",N
14,Haryana,15,Fatehabad,1140050,"Judicial Complex, Ratia","2,6",N
14,Haryana,15,Fatehabad,1140051,"District Court, Fatehabad","1,4,5",N
14,Haryana,6,Gurugram,1140024,"District Court, Gurugram","1,2,3",N
14,Haryana,6,Gurugram,1140025,"Judicial Complex, Sohna","6,7",N
14,Haryana,6,Gurugram,1140026,"Judicial Complex, Pataudi","4,5",N
14,Haryana,7,Hisar,1140027,"Judicial Complex, Hansi","1,5,6",N
14,Haryana,7,Hisar,1140028,"District Court, Hisar","2,3,4",N
14,Haryana,7,Hisar,1370188,"Judicial Complex, Narnaund","9,11,12",Y
14,Haryana,7,Hisar,1370189,"Judicial Complex, Barwala","7,8,10",Y
14,Haryana,8,Jhajjar,1140029,"Judicial Complex, Bahadurgarh","2,5",N
14,Haryana,8,Jhajjar,1140030,"District Court, Jhajjar","1,3,4",N
14,Haryana,9,Jind,1140031,"Judicial Complex, Safidon","3,7",Y
14,Haryana,9,Jind,1140032,"District Court, Jind","1,4,5",N
14,Haryana,9,Jind,1140033,"Judicial Complex, Narwana","2,6",N
14,Haryana,16,Kaithal,1140052,"District Court, Kaithal","1,3,4",N
14,Haryana,16,Kaithal,1140053,"Judicial Complex, Guhla","2,5",N
14,Haryana,1,Karnal,1140007,"Judicial Complex, Assandh","2,5",N
14,Haryana,1,Karnal,1140008,"Judicial Complex, Indri","6,7",N
14,Haryana,1,Karnal,1140009,"District  Court, Karnal","1,3,4",Y
14,Haryana,1,Karnal,1370074,"Judicial Complex, Gharaunda","8,9",Y
14,Haryana,10,Kurukshetra,1140034,"District Court, Kurukshetra","1,3,4",N
14,Haryana,10,Kurukshetra,1140035,"Judicial Complex, Shahabad","6,7",N
14,Haryana,10,Kurukshetra,1140036,"Judicial Complex, Pehowa","2,5",N
14,Haryana,11,Narnaul,1140037,"Judicial Complex, Mohindergarh","2,6,9",N
14,Haryana,11,Narnaul,1140038,"District Court, Narnaul","1,4,5",N
14,Haryana,11,Narnaul,1140039,"Judicial Complex, Kanina","7,8,10",N
14,Haryana,19,Nuh,1140059,"District Court, Nuh","1,3,4",N
14,Haryana,19,Nuh,1140060,"Judicial Complex, Ferozepur Jhirka","5,6",Y
14,Haryana,19,Nuh,1140067,"Judicial Complex, Punhana","7,8",N
14,Haryana,23,Palwal,1140063,"Judicial Complex, Hodal","4,5",N
14,Haryana,23,Palwal,1140064,"District Court, Palwal","1,2,3",N
14,Haryana,23,Palwal,1140065,"Judicial Complex, Hathin","6,7",N
14,Haryana,14,Panchkula,1140047,"District Court, Panchkula","1,2,3",N
14,Haryana,14,Panchkula,1140048,"Judicial Complex, Kalka","4,5,6",N
14,Haryana,18,Panipat,1140057,"Judicial Complex, Samalkha","4,5",N
14,Haryana,18,Panipat,1140058,"District Court, Panipat","1,2,3",N
14,Haryana,17,Rewari,1140054,"Judicial Complex, Kosli","2,6",N
14,Haryana,17,Rewari,1140055,"Judicial Complex, Bawal","7,8",N
14,Haryana,17,Rewari,1140056,"District Court, Rewari","1,4,5",N
14,Haryana,12,Rohtak,1140040,"Judicial Complex, Meham","2,5,6",N
14,Haryana,12,Rohtak,1140041,"District Court, Rohtak","1,3,4",N
14,Haryana,2,Sirsa,1140010,"Judicial Complex, Ellenabad","6,7",N
14,Haryana,2,Sirsa,1140011,"District Court, Sirsa","1,3,4",N
14,Haryana,2,Sirsa,1140012,"Gram Nyayalaya Complex, Rania","8,9",Y
14,Haryana,2,Sirsa,1140013,"Judicial Complex, Dabwali","2,5",Y
14,Haryana,13,Sonepat,1140042,"Judicial Complex, Gohana","7,8,12",N
14,Haryana,13,Sonepat,1140043,"Judicial Complex, Kharkhoda","9,10,11",N
14,Haryana,13,Sonepat,1140044,"Judicial Complex, Ganaur","2,6,13",N
14,Haryana,13,Sonepat,1140046,"District Court, Sonepat","1,4,5",N
14,Haryana,20,Yamunanagar,1140061,"District Court, Yamunanagar","1,2,3,4,5,6",N
14,Haryana,20,Yamunanagar,1140062,"Judicial Complex, Bilaspur","4,5",N
5,Himachal Pradesh,7,Bilaspur,1050032,Ghumarwin,"2,5,6",N
5,Himachal Pradesh,7,Bilaspur,1050033,Bilaspur,"1,3,4",N
5,Himachal Pradesh,7,Bilaspur,1050046,Jhanduta,"7,8",N
5,Himachal Pradesh,8,Chamba,1050034,Dalhousie,"2,5",N
5,Himachal Pradesh,8,Chamba,1050035,Chamba,"1,3,4",N
5,Himachal Pradesh,8,Chamba,1050047,Tissa,"6,7",N
5,Himachal Pradesh,1,Hamirpur,1050005,Badsar,"2,5",N
5,Himachal Pradesh,1,Hamirpur,1050006,Hamirpur,"1,3,4",N
5,Himachal Pradesh,1,Hamirpur,1050007,Nadaun,"6,7",N
5,Himachal Pradesh,1,Hamirpur,1370054,Bhoranj,"8,9",N
5,Himachal Pradesh,2,Kangra,1050008,Dehra,"5,12,21",N
5,Himachal Pradesh,2,Kangra,1050009,Palampur,"2,14,20",N
5,Himachal Pradesh,2,Kangra,1050010,Nurpur,"16,17,22",N
5,Himachal Pradesh,2,Kangra,1050011,Kangra,"4,10",N
5,Himachal Pradesh,2,Kangra,1050012,Baijnath,"3,13",N
5,Himachal Pradesh,2,Kangra,1050013,Indora,"7,15",N
5,Himachal Pradesh,2,Kangra,1050014,Dharamshala,"1,8,9",N
5,Himachal Pradesh,2,Kangra,1050015,Jawali,"6,11",N
5,Himachal Pradesh,2,Kangra,1050048,Jaisinghpur,"18,19",N
5,Himachal Pradesh,9,Kinnaur,1050036,Anni,"1,6",N
5,Himachal Pradesh,9,Kinnaur,1050037,Reckong Peo,"3,7,8",N
5,Himachal Pradesh,9,Kinnaur,1050038,Rampur Bushehr,"2,4,5",N
5,Himachal Pradesh,10,Kullu,1050039,Manali,"2,5",N
5,Himachal Pradesh,10,Kullu,1050040,Kullu,"1,3,4",N
5,Himachal Pradesh,10,Kullu,1050050,Banjar,"6,7",N
5,Himachal Pradesh,6,Mandi,1050026,Mandi,"17,18,19",N
5,Himachal Pradesh,6,Mandi,1050027,Joginder Nagar,"3,9,27",N
5,Himachal Pradesh,6,Mandi,1050028,Karsog,"5,11,26",N
5,Himachal Pradesh,6,Mandi,1050029,Sundernagar,"6,7,23",N
5,Himachal Pradesh,6,Mandi,1050030,Sarkaghat,"2,10,20",N
5,Himachal Pradesh,6,Mandi,1050031,Gohar,"4,8",N
5,Himachal Pradesh,6,Mandi,1050052,Thunag,"21,22",N
5,Himachal Pradesh,6,Mandi,1050055,Padhar,"24,25",N
5,Himachal Pradesh,6,Mandi,1370007,Dharampur,"28,29",N
5,Himachal Pradesh,11,Shimla,1050041,Shimla,"10,11,12",N
5,Himachal Pradesh,11,Shimla,1050042,Rohru,"2,8,9",N
5,Himachal Pradesh,11,Shimla,1050043,Jubbal,"3,7",N
5,Himachal Pradesh,11,Shimla,1050044,Theog,"1,4,13",N
5,Himachal Pradesh,11,Shimla,1050045,Chopal,"5,6",N
5,Himachal Pradesh,3,Sirmaur,1050016,Nahan,"1,4,5",N
5,Himachal Pradesh,3,Sirmaur,1050017,Paonta Sahib,"2,6,10",N
5,Himachal Pradesh,3,Sirmaur,1050018,Rajgarh,"3,7",N
5,Himachal Pradesh,3,Sirmaur,1050054,Shillai,"8,9",N
5,Himachal Pradesh,4,Una,1050019,Amb,"2,5",N
5,Himachal Pradesh,4,Una,1050020,Una,"1,3,4",N
12,Jammu and Kashmir,4,Anantnag,1120033,"Sub Judge Court Complex,Bijbehara","5,6",N
12,Jammu and Kashmir,4,Anantnag,1120034,Munsiff Court Pahalgam,"13,14",N
12,Jammu and Kashmir,4,Anantnag,1120035,"Munsiff Court Complex,Aishmuqam","7,8",N
12,Jammu and Kashmir,4,Anantnag,1120036,"District Court Complex, Anantnag","2,3,4",N
12,Jammu and Kashmir,4,Anantnag,1120037,"Munisff Court Complex,Dooru","11,12",N
12,Jammu and Kashmir,4,Anantnag,1120039,"Sub Judge Court Complex, Vailoo","9,10",N
12,Jammu and Kashmir,4,Anantnag,1370037,Munsiff Court Shagus,"15,16",N
12,Jammu and Kashmir,18,Bandipora,1120079,"District Court, Bandipora","2,3,6",N
12,Jammu and Kashmir,18,Bandipora,1120080,"Munsif Court, Sumbal","4,5",N
12,Jammu and Kashmir,3,Baramulla,1120025,"Sub Judge Court, Pattan","12,13",N
12,Jammu and Kashmir,3,Baramulla,1120026,"ADSJ, Sopore","5,6,7",N
12,Jammu and Kashmir,3,Baramulla,1120027,Munsiff Court Chandoosa,"16,17",N
12,Jammu and Kashmir,3,Baramulla,1120028,"Munsiff Court, Tangmarg","8,9",N
12,Jammu and Kashmir,3,Baramulla,1120029,"District Court, Baramula","2,3,4",N
12,Jammu and Kashmir,3,Baramulla,1120030,"Munsiff Court, Boniyar","14,15",N
12,Jammu and Kashmir,3,Baramulla,1120031,"Sub Judge Court, Uri","10,11",N
12,Jammu and Kashmir,3,Baramulla,1120032,"Munsiff Court Dangiwacha, Baramulla","18,19",N
12,Jammu and Kashmir,8,Budgam,1120048,"Munsiff Court, Chadoora","4,5",N
12,Jammu and Kashmir,8,Budgam,1120049,"District Court, Budgam","1,2,3",N
12,Jammu and Kashmir,8,Budgam,1120050,Munsiff Court Beerwah,"10,11",N
12,Jammu and Kashmir,8,Budgam,1120051,"Munsiff Court, Charisharief","8,9",N
12,Jammu and Kashmir,8,Budgam,1120052,"Munsiff Court, Magam","6,7",N
12,Jammu and Kashmir,15,Doda,1120072,"Munsiff Court Complex, Gandoh","9,10",N
12,Jammu and Kashmir,15,Doda,1120073,"Addl Distt and Sessions Judge, Doda","6,7,8",N
12,Jammu and Kashmir,15,Doda,1120074,District Court Complex Bhaderwah,"1,2,3",N
12,Jammu and Kashmir,15,Doda,1120075,"Munsiff Court Complex, Thathri","4,5",N
12,Jammu and Kashmir,7,Ganderbal,1120046,"District Court Complex, Ganderbal","2,3,4",N
12,Jammu and Kashmir,7,Ganderbal,1120047,"Munsiff Court, Kangan","5,6",N
12,Jammu and Kashmir,19,Jammu,1120081,"Munsiff Court, Bishnah","8,9",N
12,Jammu and Kashmir,19,Jammu,1120082,"Munsiff Court, RSPura","6,7",N
12,Jammu and Kashmir,19,Jammu,1120083,District Court Complex Jammu,"1,2,3",N
12,Jammu and Kashmir,19,Jammu,1120084,"Munsiff Court, Akhnoor","4,5",N
12,Jammu and Kashmir,1,Kathua,1120015,"Munsiff Court, Mahanpur","9,10",N
12,Jammu and Kashmir,1,Kathua,1120016,Munsiff Court Bani,"13,14",N
12,Jammu and Kashmir,1,Kathua,1120017,"District Court Complex ,Kathua","2,3,4",N
12,Jammu and Kashmir,1,Kathua,1120018,"Munsiff Court,Basholi","11,12",N
12,Jammu and Kashmir,1,Kathua,1120019,"Munsiff Court, Billawar","7,8",N
12,Jammu and Kashmir,1,Kathua,1120020,"Munsiff Court, Hiranagar","5,6",N
12,Jammu and Kashmir,22,Kishtwar,1120089,"District Court, Kishtwar","1,2,3",N
12,Jammu and Kashmir,20,Kulgam,1120085,"Munsiff Court Complex, Qazigund","6,7",N
12,Jammu and Kashmir,20,Kulgam,1120086,PDSJ Court Kulgam,"1,2,3",N
12,Jammu and Kashmir,20,Kulgam,1120087,"Munsif Court Complex, DH Pora","4,5",N
12,Jammu and Kashmir,11,Kupwara,1120057,"District Court Complex, Kupwara","1,2,3",N
12,Jammu and Kashmir,11,Kupwara,1120058,"Court Complex, Sogam","7,8",N
12,Jammu and Kashmir,11,Kupwara,1120059,"Court Complex, Handwara","4,5,6",N
12,Jammu and Kashmir,12,Poonch,1120060,"Munsif Court, Mendhar","4,5",N
12,Jammu and Kashmir,12,Poonch,1120061,"District Court Complex, Poonch","1,2,3",N
12,Jammu and Kashmir,12,Poonch,1120062,"Sub Judge Court, Surankote","6,7",N
12,Jammu and Kashmir,6,Pulwama,1120042,"District Court Complex, Pulwama","1,2,3",N
12,Jammu and Kashmir,6,Pulwama,1120043,"Munsiff Court, Pampore","8,9",N
12,Jammu and Kashmir,6,Pulwama,1120044,"Munsiff Court, Tral","4,5",N
12,Jammu and Kashmir,6,Pulwama,1120045,Munsiff Court Awaitipora,"6,7",N
12,Jammu and Kashmir,13,Rajouri,1120063,"Sub Judge Court, Nowshera","4,5",N
12,Jammu and Kashmir,13,Rajouri,1120064,"Munsiff Court, Sunderbani","8,9",N
12,Jammu and Kashmir,13,Rajouri,1120065,"Munsiff Court, Thanamandi","10,11",N
12,Jammu and Kashmir,13,Rajouri,1120066,PDSJ Rajouri,"1,2,3",N
12,Jammu and Kashmir,13,Rajouri,1120067,"Munsiff Court, Kotranka","12,13",N
12,Jammu and Kashmir,13,Rajouri,1120068,"Munsiff Court, Kalakote","6,7",N
12,Jammu and Kashmir,13,Rajouri,1120096,"MUNSIFF COURT, BUDHAL","14,15",N
12,Jammu and Kashmir,14,Ramban,1120069,"District Court Complex, Ramban","1,2,3",N
12,Jammu and Kashmir,14,Ramban,1120070,"Sub Judge Court, Batote","4,5",N
12,Jammu and Kashmir,14,Ramban,1120071,"Munsiff Court, Banihal","6,7",N
12,Jammu and Kashmir,9,Reasi,1120053,"Munsiff Court, Mahore","4,5",N
12,Jammu and Kashmir,9,Reasi,1120054,DISTRICT COURT COMPLEX REASI,"1,2,3",N
12,Jammu and Kashmir,9,Reasi,1120055,"Sub Judge Court, Katra","6,7",N
12,Jammu and Kashmir,21,Samba,1120088,District Court Samba,"1,2,3",N
12,Jammu and Kashmir,10,Shopian,1120056,"District Court Complex, Shopian","1,2,3",N
12,Jammu and Kashmir,5,Srinagar,1120040,District Court Srinagar,"2,3,4",N
12,Jammu and Kashmir,5,Srinagar,1120041,Munsiff Court Pathachowk,"5,6",N
12,Jammu and Kashmir,2,Udhampur,1120021,Munsiff Court Chenani,"9,10",N
12,Jammu and Kashmir,2,Udhampur,1120022,Sub Judge Court Ramnagar,"7,8",N
12,Jammu and Kashmir,2,Udhampur,1120023,Munsiff Court Majalta,"5,6",N
12,Jammu and Kashmir,2,Udhampur,1120024,District Court Complex Udhampur,"2,3,4",N
7,Jharkhand,1,Bokaro,1070001,2) Ten Court Building Complex -2,"2,3,4,5,6,7,8,9,10,11",Y
7,Jharkhand,13,Chatra,1070013,1) Court Complex-1,"1,2,3,4",N
7,Jharkhand,17,Daltonganj,1070017,1) District Court Complex-1,"1,2,3,4,5",N
7,Jharkhand,16,Deoghar,1070016,1) Old Building Comlplex-1,"1,2,3,4,5,6,7",Y
7,Jharkhand,9,Dhanbad,1070009,4) District Court 28 Courts Building,"2,3,4,5,6",N
7,Jharkhand,2,Dumka,1070002,1) D.J. Court Building Complex-1,"2,3,4,5",N
7,Jharkhand,11,East Singhbhum at Jamshedpur,1070011,1) District Civil Court Complex-1,"1,2,3,4,5,6,7,8,9,10",Y
7,Jharkhand,20,Garhwa,1070020,1)  District Judges Court Complex-1,"1,2,3,4,5,6,7,8,9",Y
7,Jharkhand,10,Giridih,1070010,1) Court Complex-1,"1,2,3,4,5",N
7,Jharkhand,6,Godda,1070006,2) New Four Court Building Comlplex-2,"2,3,4,5",Y
7,Jharkhand,5,Gumla,1070005,1) Main Civil Court Complex-1,"1,2,3,4,5",N
7,Jharkhand,7,Hazaribagh,1070007,1) Annexy Building,"2,3,4,5,6",N
7,Jharkhand,12,Jamtara,1070012,1) District Court Complex-1,"1,2,3,4",N
7,Jharkhand,24,KHUNTI,1070024,KHUNTI CIVIL COURT,"1,2,3,4",Y
7,Jharkhand,3,Koderma,1070003,1) District & Sessions Judge's Building Complex-1,"1,2,3,4,5",N
7,Jharkhand,19,Latehar,1070019,1) District & Sessions Judge's Building Complex-1,"1,2,3,4,5",N
7,Jharkhand,8,Lohardaga,1070008,1)District Court Complex-1,"4,5,6,7,8",N
7,Jharkhand,14,Pakur,1070014,1) D.J. Court Building Complex-1,"1,2,3,4",N
7,Jharkhand,23,RAMGARH,1070023,CIVIL COURT RAMGARH,"1,2,3,4,5",Y
7,Jharkhand,22,Ranchi,1070022,1) Main Building,"1,2,3,4,5",N
7,Jharkhand,21,Sahibganj,1070021,1) District Court Complex-1,"1,2,3,4,5,6,7,8",Y
7,Jharkhand,15,Seraikella,1070015,1)District Court Complex-1,"1,2,3,4,5",N
7,Jharkhand,18,Simdega,1070018,1) Court Complex-1,"1,2,3,4",N
7,Jharkhand,4,West Singhbhum at Chaibasa,1070004,1) District Courts Complex-1,"2,3,4,5,6",N
3,Karnataka,2,BAGALKOT,1030016,Court Complex- Hungund,"7,8",N
3,Karnataka,2,BAGALKOT,1030017,Court Complex Jamkhandi,"13,14,18",Y
3,Karnataka,2,BAGALKOT,1030018,Court Complex Mudhol,"9,10,19",Y
3,Karnataka,2,BAGALKOT,1030019,Court Complex Banhatti,"6,16",Y
3,Karnataka,2,BAGALKOT,1030020,District Court Complex Bagalkot,"1,2,3,15,17",Y
3,Karnataka,2,BAGALKOT,1030021,Court Complex Badami,"11,12",Y
3,Karnataka,2,BAGALKOT,1030022,Court Complex-Bilagi,"4,5",N
3,Karnataka,12,BALLARI,1030084,Court Complex- Siruguppa,17,Y
3,Karnataka,12,BALLARI,1030086,Court Complex- Sandur,7,Y
3,Karnataka,12,BALLARI,1030087,District Court Complex-Ballari,"1,2,3,4,5,6,18,19,21,22,25",Y
3,Karnataka,1,BELAGAVI,1030001,District (Old) Court Complex-Belagavi,"1,2,28,32,33",Y
3,Karnataka,1,BELAGAVI,1030002,Court Complex- Raibag,"11,12",Y
3,Karnataka,1,BELAGAVI,1030003,Court Complex- Gokak,"7,8,37",Y
3,Karnataka,1,BELAGAVI,1030004,New Court Complex-Belagavi,"3,4,5,6,27,29,30,31",Y
3,Karnataka,1,BELAGAVI,1030005,Court Complex- Nipani,"23,34",Y
3,Karnataka,1,BELAGAVI,1030006,Court Complex- Saundatti,"13,14",Y
3,Karnataka,1,BELAGAVI,1030007,Court Complex- sankeshwar,15,Y
3,Karnataka,1,BELAGAVI,1030008,Court Complex-Athani,"24,25,39,40",Y
3,Karnataka,1,BELAGAVI,1030009,Court Complex- Hukkeri,"16,17",Y
3,Karnataka,1,BELAGAVI,1030010,Court Complex- Khanapur,"22,26",Y
3,Karnataka,1,BELAGAVI,1030011,Court Complex- Chikodi,"9,10,38",Y
3,Karnataka,1,BELAGAVI,1030012,Court Complex- Ramdurga,"20,21",Y
3,Karnataka,1,BELAGAVI,1030013,Court Complex-Bailhongal,"18,19",Y
3,Karnataka,1,BELAGAVI,1030014,Court Complex Mudalgi,"36,41",Y
3,Karnataka,1,BELAGAVI,1030015,Court Complex Kittur,35,Y
3,Karnataka,20,BENGALURU,1030134,"CMM Court Complex, Bangalore","2,5,10,11,12,13,14",Y
3,Karnataka,20,BENGALURU,1030135,"City Civil Court Complex, Bangalore",3,Y
3,Karnataka,20,BENGALURU,1030136,NyayaDegula Court Complex Bangalore,"15,16,17,18,19,20,21,23",Y
3,Karnataka,20,BENGALURU,1030137,"SmallCauses Court Complex,Bangalore",1,Y
3,Karnataka,20,BENGALURU,1030138,"Mayo Hall Court Complex, Bangalore","6,7,8,9",Y
3,Karnataka,20,BENGALURU,1030210,COMMERCIAL COURT COMPLEX,22,Y
3,Karnataka,21,BENGALURU RURAL,1030140,Court Complex- Hosakote,"8,20",Y
3,Karnataka,21,BENGALURU RURAL,1030141,City Civil Court Complex Bengalurur Rual,"1,2,3,14,15,19,22",Y
3,Karnataka,21,BENGALURU RURAL,1030142,Court Complex- Anekal,"11,12,13",Y
3,Karnataka,21,BENGALURU RURAL,1030143,Court Complex- Devanahalli,"16,17,18",Y
3,Karnataka,21,BENGALURU RURAL,1030144,Court Complex- Doddaballapur,"5,6,7",Y
3,Karnataka,21,BENGALURU RURAL,1030145,Court Complex- Nelamangala,"9,10",Y
3,Karnataka,21,BENGALURU RURAL,1370058,KR Puram Court Complex,21,Y
3,Karnataka,5,BIDAR,1030036,Court Complex-Aurad,"6,12",Y
3,Karnataka,5,BIDAR,1030037,District Court Complex-Bidar,"1,2,3,11,13",Y
3,Karnataka,5,BIDAR,1030038,Court Complex-Bhalki,"4,5",Y
3,Karnataka,5,BIDAR,1030039,Court Complex-Basavakalyan,"7,8,14",Y
3,Karnataka,5,BIDAR,1030040,Court Complex-Humnabad,"9,10",Y
3,Karnataka,27,CHAMRAJNAGAR,1030181,Court Complex- Yelandur,5,Y
3,Karnataka,27,CHAMRAJNAGAR,1030182,Court Complex- Kollegal,"6,7,8",Y
3,Karnataka,27,CHAMRAJNAGAR,1030183,Court Complex- Gundlupet,"4,10",Y
3,Karnataka,27,CHAMRAJNAGAR,1030184,District Court Complex-Chamarajanagar,"1,2,3,9",Y
3,Karnataka,29,CHIKKABALLAPUR,1030189,JMFC Court Complex-Chintamani,"8,9,15",Y
3,Karnataka,29,CHIKKABALLAPUR,1030190,Court Complex- Sidlaghatta,"4,13",Y
3,Karnataka,29,CHIKKABALLAPUR,1030191,Court Complex-Bagepalli,5,Y
3,Karnataka,29,CHIKKABALLAPUR,1030192,District Court Complex-Chikkaballapur,"1,2,3,10,14",Y
3,Karnataka,29,CHIKKABALLAPUR,1030193,Court Complex- Gowribidanur,"6,11",Y
3,Karnataka,29,CHIKKABALLAPUR,1030194,COURT COMPLEX - GUDIBANDA,12,Y
3,Karnataka,17,CHIKKAMAGALURU,1030111,Court Complex-N.R.Pura,"6,16",Y
3,Karnataka,17,CHIKKAMAGALURU,1030112,Court Complex-Kadur,"7,8",Y
3,Karnataka,17,CHIKKAMAGALURU,1030113,Court Complex-Tarikere,"9,10",Y
3,Karnataka,17,CHIKKAMAGALURU,1030114,District Court Complex-Chikkamagalur,"1,2,3,4,13,14",Y
3,Karnataka,17,CHIKKAMAGALURU,1030115,Court Complex-Mudigere,"12,15",Y
3,Karnataka,17,CHIKKAMAGALURU,1030116,Court Complex-Sringeri,5,Y
3,Karnataka,17,CHIKKAMAGALURU,1030117,Court Complex-Koppa,11,Y
3,Karnataka,13,CHITRADURGA,1030090,Court Complex-Hiriyur,"6,7",Y
3,Karnataka,13,CHITRADURGA,1030091,Court Complex-Molakalmuru,5,Y
3,Karnataka,13,CHITRADURGA,1030092,Court Complex-Challakere,"9,10",Y
3,Karnataka,13,CHITRADURGA,1030093,Court Complex-Hosadurga,"8,12",Y
3,Karnataka,13,CHITRADURGA,1030094,Court Complex Holalkere,"13,14",Y
3,Karnataka,13,CHITRADURGA,1030095,District Court Complex-Chitradurga,"1,2,3,4,11",Y
3,Karnataka,24,DAKSHINA KANNADA,1030161,Court complex - Mudbidri,"23,32",Y
3,Karnataka,24,DAKSHINA KANNADA,1030162,Court Complex-Belthanagady,"5,6",Y
3,Karnataka,24,DAKSHINA KANNADA,1030163,District Court Complex-Dakshina Kannada,"17,18,19,20,21,22,24,25,26,28,29,30,31",Y
3,Karnataka,24,DAKSHINA KANNADA,1030164,Court Complex- Bantwal,"1,2,4",Y
3,Karnataka,24,DAKSHINA KANNADA,1030165,Court Complex-Puttur,"7,8,9,16",Y
3,Karnataka,24,DAKSHINA KANNADA,1030166,Court Complex-Sullia,"3,27",Y
3,Karnataka,14,DAVANGERE,1030096,Court Complex- Channagiri,"11,12",Y
3,Karnataka,14,DAVANGERE,1030097,Court Complex- Harihara,"7,17",Y
3,Karnataka,14,DAVANGERE,1030098,Court Complex- Jagalur,10,Y
3,Karnataka,14,DAVANGERE,1030099,District Court Complex-Davanagere,"1,2,3,5,6,14,15,16",Y
3,Karnataka,14,DAVANGERE,1030100,Court Complex-Honnali,13,Y
3,Karnataka,9,DHARWAD,1030055,District Court Complex-Dharwad,"1,3,16,17,19",Y
3,Karnataka,9,DHARWAD,1030056,Court Complex-Hubli,"7,8,9,10,11,12,13,15,23,24",Y
3,Karnataka,9,DHARWAD,1030057,City Court Complex-Dharawd,"2,4",Y
3,Karnataka,9,DHARWAD,1030058,Court Complex- Kundgol,"14,21",Y
3,Karnataka,9,DHARWAD,1030059,Court Complex- Navalgund,"6,22",Y
3,Karnataka,9,DHARWAD,1030060,Court Complex- Kalaghatgi,"5,20",Y
3,Karnataka,8,GADAG,1030050,Court Complex- Nargund,7,Y
3,Karnataka,8,GADAG,1030051,District Court Complex-Gadag,"1,2,3,4,5,11,12",Y
3,Karnataka,8,GADAG,1030052,Court Complex  mundargi,14,Y
3,Karnataka,8,GADAG,1030053,Court Complex-Lakshmeshwar,"8,13",Y
3,Karnataka,8,GADAG,1030054,Court Complex-Ron,"9,10",Y
3,Karnataka,23,HASSAN,1030153,Court Complex-Belur,"8,9",Y
3,Karnataka,23,HASSAN,1030154,Court Complex-Channarayapatna,"7,19",Y
3,Karnataka,23,HASSAN,1030155,Court Complex-Holenarasipura,"14,15",Y
3,Karnataka,23,HASSAN,1030156,Court Complex-Arakalagudu,"12,13",Y
3,Karnataka,23,HASSAN,1030157,District Court Complex-Hassan,"1,2,3,4,5,6,20,21",Y
3,Karnataka,23,HASSAN,1030158,Court Complex-Alur,16,Y
3,Karnataka,23,HASSAN,1030159,Court Complex-Arasikere,"10,11",Y
3,Karnataka,23,HASSAN,1030160,Court Complex- Sakaleshpur,"17,18",Y
3,Karnataka,11,HAVERI,1030074,Court Complex- Hanagal,"6,7",Y
3,Karnataka,11,HAVERI,1030075,District Court Complex-Haveri,"1,2,3,14,17",Y
3,Karnataka,11,HAVERI,1030076,Court Complex- Savanur,5,Y
3,Karnataka,11,HAVERI,1030077,Court Complex- Shiggaon,"10,16",Y
3,Karnataka,11,HAVERI,1030078,Court Complex- Ranebennur,"11,12,13",Y
3,Karnataka,11,HAVERI,1030079,Court Complex- Hirekerur,"8,9",Y
3,Karnataka,11,HAVERI,1030080,Court Complex- Byadgi,"4,15",Y
3,Karnataka,4,KALABURAGI,1030028,Court Complex-Aland,"12,13",Y
3,Karnataka,4,KALABURAGI,1030029,District Court Complex-Kalaburagi,"1,2,3,4,15,18",Y
3,Karnataka,4,KALABURAGI,1030030,Court Complex-Chincholi,"10,11",Y
3,Karnataka,4,KALABURAGI,1030031,Court Complex-Sedam,"8,9",Y
3,Karnataka,4,KALABURAGI,1030032,Court Complex-Chittapur,"5,6",Y
